"fecha","nombre_provincia_indec","tipo_vehiculo","cantidad"
"2024-02-01",Chaco,auto,448
"2024-03-01",Chaco,moto,1468
"2024-03-01",Chaco,auto,457
"2024-04-01",Chaco,moto,2091
"2024-04-01",Chaco,auto,589
"2024-05-01",Chaco,auto,624
"2024-05-01",Chaco,moto,2145
"2024-06-01",Chaco,moto,1900
"2024-06-01",Chaco,auto,561
"2024-07-01",Chaco,auto,1002
"2024-07-01",Chaco,moto,2148
"2024-08-01",Chaco,moto,2788
"2024-08-01",Chaco,auto,846
"2024-09-01",Chaco,moto,2187
"2024-09-01",Chaco,auto,1019
"2014-01-01",Chubut,auto,2167
"2014-02-01",Chubut,auto,1392
"2014-03-01",Chubut,auto,1217
"2014-04-01",Chubut,auto,1108
"2014-05-01",Chubut,auto,1290
"2014-06-01",Chubut,auto,1294
"2014-07-01",Chubut,auto,1458
"2014-08-01",Chubut,auto,1355
"2014-09-01",Chubut,auto,1382
"2014-10-01",Chubut,auto,1226
"2014-11-01",Chubut,auto,919
"2014-12-01",Chubut,auto,825
"2015-01-01",Chubut,auto,1545
"2015-02-01",Chubut,auto,1064
"2015-03-01",Chubut,auto,1342
"2015-04-01",Chubut,auto,1196
"2015-05-01",Chubut,auto,1242
"2015-06-01",Chubut,auto,1337
"2015-07-01",Chubut,auto,1455
"2015-08-01",Chubut,auto,1385
"2015-09-01",Chubut,auto,1578
"2015-10-01",Chubut,auto,1420
"2015-11-01",Chubut,auto,1136
"2015-12-01",Chubut,auto,874
"2016-01-01",Chubut,auto,1349
"2016-02-01",Chubut,auto,1109
"2016-03-01",Chubut,auto,1261
"2016-04-01",Chubut,auto,1240
"2016-05-01",Chubut,auto,1247
"2016-06-01",Chubut,auto,1179
"2016-07-01",Chubut,auto,1234
"2016-08-01",Chubut,auto,1422
"2016-09-01",Chubut,auto,1421
"2016-10-01",Chubut,auto,1205
"2016-11-01",Chubut,auto,1164
"2016-12-01",Chubut,auto,878
"2017-01-01",Chubut,auto,2015
"2017-02-01",Chubut,auto,1251
"2017-03-01",Chubut,auto,1618
"2017-04-01",Chubut,auto,1193
"2017-05-01",Chubut,auto,1513
"2017-06-01",Chubut,auto,1398
"2017-07-01",Chubut,auto,1477
"2017-08-01",Chubut,auto,1775
"2017-09-01",Chubut,auto,1600
"2017-10-01",Chubut,auto,1421
"2017-11-01",Chubut,auto,1536
"2017-12-01",Chubut,auto,922
"2018-01-01",Chubut,auto,2427
"2018-02-01",Chubut,auto,1553
"2018-03-01",Chubut,auto,1870
"2018-04-01",Chubut,auto,1541
"2018-05-01",Chubut,auto,1621
"2018-06-01",Chubut,auto,1311
"2018-07-01",Chubut,auto,1308
"2018-08-01",Chubut,auto,1255
"2018-09-01",Chubut,auto,1119
"2018-10-01",Chubut,auto,1055
"2018-11-01",Chubut,auto,931
"2018-12-01",Chubut,auto,659
"2019-01-01",Chubut,auto,1333
"2019-02-01",Chubut,auto,1010
"2019-03-01",Chubut,auto,983
"2019-04-01",Chubut,auto,915
"2019-05-01",Chubut,auto,1085
"2019-06-01",Chubut,auto,808
"2019-07-01",Chubut,auto,1158
"2019-08-01",Chubut,auto,947
"2019-09-01",Chubut,auto,810
"2019-10-01",Chubut,auto,766
"2019-11-01",Chubut,auto,617
"2019-12-01",Chubut,auto,469
"2020-01-01",Chubut,auto,1048
"2020-02-01",Chubut,auto,648
"2020-03-01",Chubut,auto,451
"2020-04-01",Chubut,auto,93
"2020-05-01",Chubut,auto,481
"2020-06-01",Chubut,auto,678
"2020-07-01",Chubut,auto,667
"2020-08-01",Chubut,auto,696
"2020-09-01",Chubut,auto,764
"2020-10-01",Chubut,auto,756
"2020-11-01",Chubut,auto,685
"2020-12-01",Chubut,auto,396
"2021-01-01",Chubut,auto,1088
"2021-02-01",Chubut,auto,624
"2021-03-01",Chubut,auto,794
"2021-04-01",Chubut,auto,688
"2021-05-01",Chubut,auto,526
"2021-06-01",Chubut,auto,741
"2021-07-01",Chubut,auto,604
"2021-08-01",Chubut,auto,651
"2021-09-01",Chubut,auto,705
"2021-10-01",Chubut,auto,492
"2021-11-01",Chubut,auto,544
"2021-12-01",Chubut,auto,344
"2022-01-01",Chubut,auto,740
"2022-02-01",Chubut,auto,520
"2022-03-01",Chubut,auto,646
"2022-04-01",Chubut,auto,656
"2022-05-01",Chubut,auto,642
"2022-06-01",Chubut,auto,709
"2022-07-01",Chubut,auto,636
"2022-08-01",Chubut,auto,679
"2022-09-01",Chubut,auto,646
"2022-10-01",Chubut,auto,568
"2022-11-01",Chubut,auto,650
"2022-12-01",Chubut,auto,371
"2023-01-01",Chubut,auto,942
"2023-02-01",Chubut,auto,519
"2023-03-01",Chubut,auto,756
"2023-04-01",Chubut,auto,674
"2023-05-01",Chubut,auto,671
"2023-06-01",Chubut,auto,712
"2023-07-01",Chubut,auto,632
"2023-08-01",Chubut,auto,751
"2023-09-01",Chubut,auto,631
"2023-10-01",Chubut,auto,716
"2023-11-01",Chubut,auto,639
"2023-12-01",Chubut,auto,304
"2014-01-01",Chubut,moto,393
"2014-02-01",Chubut,moto,229
"2014-03-01",Chubut,moto,170
"2014-04-01",Chubut,moto,156
"2014-05-01",Chubut,moto,116
"2014-06-01",Chubut,moto,143
"2014-07-01",Chubut,moto,156
"2014-08-01",Chubut,moto,182
"2014-09-01",Chubut,moto,215
"2014-10-01",Chubut,moto,235
"2014-11-01",Chubut,moto,197
"2014-12-01",Chubut,moto,181
"2015-01-01",Chubut,moto,219
"2015-02-01",Chubut,moto,215
"2015-03-01",Chubut,moto,211
"2015-04-01",Chubut,moto,150
"2015-05-01",Chubut,moto,141
"2015-06-01",Chubut,moto,156
"2015-07-01",Chubut,moto,135
"2015-08-01",Chubut,moto,157
"2015-09-01",Chubut,moto,192
"2015-10-01",Chubut,moto,207
"2015-11-01",Chubut,moto,221
"2015-12-01",Chubut,moto,213
"2016-01-01",Chubut,moto,210
"2016-02-01",Chubut,moto,164
"2016-03-01",Chubut,moto,173
"2016-04-01",Chubut,moto,152
"2016-05-01",Chubut,moto,149
"2016-06-01",Chubut,moto,123
"2016-07-01",Chubut,moto,154
"2016-08-01",Chubut,moto,163
"2016-09-01",Chubut,moto,187
"2016-10-01",Chubut,moto,206
"2016-11-01",Chubut,moto,230
"2016-12-01",Chubut,moto,176
"2017-01-01",Chubut,moto,331
"2017-02-01",Chubut,moto,256
"2017-03-01",Chubut,moto,291
"2017-04-01",Chubut,moto,171
"2017-05-01",Chubut,moto,211
"2017-06-01",Chubut,moto,235
"2017-07-01",Chubut,moto,168
"2017-08-01",Chubut,moto,225
"2017-09-01",Chubut,moto,291
"2017-10-01",Chubut,moto,340
"2017-11-01",Chubut,moto,266
"2017-12-01",Chubut,moto,248
"2018-01-01",Chubut,moto,375
"2018-02-01",Chubut,moto,256
"2018-03-01",Chubut,moto,305
"2018-04-01",Chubut,moto,221
"2018-05-01",Chubut,moto,222
"2018-06-01",Chubut,moto,145
"2018-07-01",Chubut,moto,137
"2018-08-01",Chubut,moto,147
"2018-09-01",Chubut,moto,131
"2018-10-01",Chubut,moto,181
"2018-11-01",Chubut,moto,185
"2018-12-01",Chubut,moto,184
"2019-01-01",Chubut,moto,244
"2019-02-01",Chubut,moto,219
"2019-03-01",Chubut,moto,142
"2019-04-01",Chubut,moto,178
"2019-05-01",Chubut,moto,157
"2019-06-01",Chubut,moto,106
"2019-07-01",Chubut,moto,122
"2019-08-01",Chubut,moto,132
"2019-09-01",Chubut,moto,91
"2019-10-01",Chubut,moto,134
"2019-11-01",Chubut,moto,105
"2019-12-01",Chubut,moto,104
"2020-01-01",Chubut,moto,166
"2020-02-01",Chubut,moto,117
"2020-03-01",Chubut,moto,111
"2020-04-01",Chubut,moto,10
"2020-05-01",Chubut,moto,68
"2020-06-01",Chubut,moto,107
"2020-07-01",Chubut,moto,118
"2020-08-01",Chubut,moto,133
"2020-09-01",Chubut,moto,160
"2020-10-01",Chubut,moto,188
"2020-11-01",Chubut,moto,167
"2020-12-01",Chubut,moto,134
"2021-01-01",Chubut,moto,179
"2021-02-01",Chubut,moto,169
"2021-03-01",Chubut,moto,205
"2021-04-01",Chubut,moto,154
"2021-05-01",Chubut,moto,135
"2021-06-01",Chubut,moto,179
"2021-07-01",Chubut,moto,200
"2021-08-01",Chubut,moto,250
"2021-09-01",Chubut,moto,237
"2021-10-01",Chubut,moto,251
"2021-11-01",Chubut,moto,249
"2021-12-01",Chubut,moto,217
"2022-01-01",Chubut,moto,239
"2022-02-01",Chubut,moto,273
"2022-03-01",Chubut,moto,378
"2022-04-01",Chubut,moto,265
"2022-05-01",Chubut,moto,226
"2022-06-01",Chubut,moto,249
"2022-07-01",Chubut,moto,179
"2022-08-01",Chubut,moto,199
"2022-09-01",Chubut,moto,162
"2022-10-01",Chubut,moto,169
"2022-11-01",Chubut,moto,186
"2022-12-01",Chubut,moto,150
"2023-01-01",Chubut,moto,258
"2023-02-01",Chubut,moto,182
"2023-03-01",Chubut,moto,322
"2023-04-01",Chubut,moto,275
"2023-05-01",Chubut,moto,312
"2023-06-01",Chubut,moto,185
"2023-07-01",Chubut,moto,263
"2023-08-01",Chubut,moto,354
"2023-09-01",Chubut,moto,250
"2023-10-01",Chubut,moto,328
"2023-11-01",Chubut,moto,335
"2023-12-01",Chubut,moto,253
"2024-01-01",Chubut,moto,277
"2024-01-01",Chubut,auto,577
"2024-02-01",Chubut,moto,228
"2024-02-01",Chubut,auto,372
"2024-03-01",Chubut,moto,236
"2024-03-01",Chubut,auto,498
"2024-04-01",Chubut,moto,274
"2024-04-01",Chubut,auto,522
"2024-05-01",Chubut,auto,682
"2024-05-01",Chubut,moto,270
"2024-06-01",Chubut,moto,203
"2024-06-01",Chubut,auto,551
"2024-07-01",Chubut,auto,849
"2024-07-01",Chubut,moto,360
"2024-08-01",Chubut,moto,417
"2024-08-01",Chubut,auto,836
"2024-09-01",Chubut,moto,345
"2024-09-01",Chubut,auto,850
"2014-01-01",Entre Rios,auto,3373
"2014-02-01",Entre Rios,auto,1427
"2014-03-01",Entre Rios,auto,1405
"2014-04-01",Entre Rios,auto,1435
"2014-05-01",Entre Rios,auto,1516
"2014-06-01",Entre Rios,auto,1512
"2014-07-01",Entre Rios,auto,1660
"2014-08-01",Entre Rios,auto,1604
"2014-09-01",Entre Rios,auto,1618
"2014-10-01",Entre Rios,auto,1420
"2014-11-01",Entre Rios,auto,1050
"2014-12-01",Entre Rios,auto,743
"2015-01-01",Entre Rios,auto,2038
"2015-02-01",Entre Rios,auto,1289
"2015-03-01",Entre Rios,auto,1435
"2015-04-01",Entre Rios,auto,1483
"2015-05-01",Entre Rios,auto,1376
"2015-06-01",Entre Rios,auto,1621
"2015-07-01",Entre Rios,auto,1680
"2015-08-01",Entre Rios,auto,1706
"2015-09-01",Entre Rios,auto,1835
"2015-10-01",Entre Rios,auto,1705
"2015-11-01",Entre Rios,auto,1461
"2015-12-01",Entre Rios,auto,737
"2016-01-01",Entre Rios,auto,1714
"2016-02-01",Entre Rios,auto,1386
"2016-03-01",Entre Rios,auto,1573
"2016-04-01",Entre Rios,auto,1663
"2016-05-01",Entre Rios,auto,1534
"2016-06-01",Entre Rios,auto,1484
"2016-07-01",Entre Rios,auto,1673
"2016-08-01",Entre Rios,auto,2010
"2016-09-01",Entre Rios,auto,1817
"2016-10-01",Entre Rios,auto,1685
"2016-11-01",Entre Rios,auto,1409
"2016-12-01",Entre Rios,auto,907
"2017-01-01",Entre Rios,auto,2542
"2017-02-01",Entre Rios,auto,1605
"2017-03-01",Entre Rios,auto,2115
"2017-04-01",Entre Rios,auto,1753
"2017-05-01",Entre Rios,auto,1982
"2017-06-01",Entre Rios,auto,1959
"2017-07-01",Entre Rios,auto,1986
"2017-08-01",Entre Rios,auto,2175
"2017-09-01",Entre Rios,auto,1830
"2017-10-01",Entre Rios,auto,2012
"2017-11-01",Entre Rios,auto,1631
"2017-12-01",Entre Rios,auto,977
"2018-01-01",Entre Rios,auto,3285
"2018-02-01",Entre Rios,auto,1804
"2018-03-01",Entre Rios,auto,2212
"2018-04-01",Entre Rios,auto,1965
"2018-05-01",Entre Rios,auto,2079
"2018-06-01",Entre Rios,auto,1430
"2018-07-01",Entre Rios,auto,1591
"2018-08-01",Entre Rios,auto,1465
"2018-09-01",Entre Rios,auto,1168
"2018-10-01",Entre Rios,auto,1068
"2018-11-01",Entre Rios,auto,881
"2018-12-01",Entre Rios,auto,526
"2019-01-01",Entre Rios,auto,1531
"2019-02-01",Entre Rios,auto,954
"2019-03-01",Entre Rios,auto,989
"2019-04-01",Entre Rios,auto,898
"2019-05-01",Entre Rios,auto,840
"2019-06-01",Entre Rios,auto,867
"2019-07-01",Entre Rios,auto,1217
"2019-08-01",Entre Rios,auto,1074
"2019-09-01",Entre Rios,auto,858
"2019-10-01",Entre Rios,auto,830
"2019-11-01",Entre Rios,auto,581
"2019-12-01",Entre Rios,auto,462
"2020-01-01",Entre Rios,auto,1111
"2020-02-01",Entre Rios,auto,737
"2020-03-01",Entre Rios,auto,484
"2020-04-01",Entre Rios,auto,176
"2020-05-01",Entre Rios,auto,704
"2020-06-01",Entre Rios,auto,1003
"2020-07-01",Entre Rios,auto,755
"2020-08-01",Entre Rios,auto,790
"2020-09-01",Entre Rios,auto,898
"2020-10-01",Entre Rios,auto,959
"2020-11-01",Entre Rios,auto,850
"2020-12-01",Entre Rios,auto,450
"2021-01-01",Entre Rios,auto,1229
"2021-02-01",Entre Rios,auto,798
"2021-03-01",Entre Rios,auto,918
"2021-04-01",Entre Rios,auto,849
"2021-05-01",Entre Rios,auto,616
"2021-06-01",Entre Rios,auto,918
"2021-07-01",Entre Rios,auto,864
"2021-08-01",Entre Rios,auto,752
"2021-09-01",Entre Rios,auto,739
"2021-10-01",Entre Rios,auto,712
"2021-11-01",Entre Rios,auto,685
"2021-12-01",Entre Rios,auto,397
"2022-01-01",Entre Rios,auto,1077
"2022-02-01",Entre Rios,auto,717
"2022-03-01",Entre Rios,auto,949
"2022-04-01",Entre Rios,auto,756
"2022-05-01",Entre Rios,auto,886
"2022-06-01",Entre Rios,auto,843
"2022-07-01",Entre Rios,auto,960
"2022-08-01",Entre Rios,auto,929
"2022-09-01",Entre Rios,auto,784
"2022-10-01",Entre Rios,auto,774
"2022-11-01",Entre Rios,auto,824
"2022-12-01",Entre Rios,auto,414
"2023-01-01",Entre Rios,auto,1269
"2023-02-01",Entre Rios,auto,765
"2023-03-01",Entre Rios,auto,966
"2023-04-01",Entre Rios,auto,798
"2023-05-01",Entre Rios,auto,884
"2023-06-01",Entre Rios,auto,832
"2023-07-01",Entre Rios,auto,1075
"2023-08-01",Entre Rios,auto,962
"2023-09-01",Entre Rios,auto,774
"2023-10-01",Entre Rios,auto,1008
"2023-11-01",Entre Rios,auto,875
"2023-12-01",Entre Rios,auto,414
"2014-01-01",Entre Rios,moto,2896
"2014-02-01",Entre Rios,moto,1688
"2014-03-01",Entre Rios,moto,1508
"2014-04-01",Entre Rios,moto,1402
"2014-05-01",Entre Rios,moto,1383
"2014-06-01",Entre Rios,moto,1226
"2014-07-01",Entre Rios,moto,1372
"2014-08-01",Entre Rios,moto,1487
"2014-09-01",Entre Rios,moto,1952
"2014-10-01",Entre Rios,moto,2026
"2014-11-01",Entre Rios,moto,1353
"2014-12-01",Entre Rios,moto,1208
"2015-01-01",Entre Rios,moto,1287
"2015-02-01",Entre Rios,moto,1208
"2015-03-01",Entre Rios,moto,1475
"2015-04-01",Entre Rios,moto,1384
"2015-05-01",Entre Rios,moto,1197
"2015-06-01",Entre Rios,moto,1312
"2015-07-01",Entre Rios,moto,1161
"2015-08-01",Entre Rios,moto,1151
"2015-09-01",Entre Rios,moto,1277
"2015-10-01",Entre Rios,moto,1271
"2015-11-01",Entre Rios,moto,1324
"2015-12-01",Entre Rios,moto,975
"2016-01-01",Entre Rios,moto,1257
"2016-02-01",Entre Rios,moto,1130
"2016-03-01",Entre Rios,moto,1384
"2016-04-01",Entre Rios,moto,992
"2016-05-01",Entre Rios,moto,1039
"2016-06-01",Entre Rios,moto,784
"2016-07-01",Entre Rios,moto,867
"2016-08-01",Entre Rios,moto,1184
"2016-09-01",Entre Rios,moto,1180
"2016-10-01",Entre Rios,moto,1312
"2016-11-01",Entre Rios,moto,1371
"2016-12-01",Entre Rios,moto,1337
"2017-01-01",Entre Rios,moto,1876
"2017-02-01",Entre Rios,moto,1505
"2017-03-01",Entre Rios,moto,1944
"2017-04-01",Entre Rios,moto,1503
"2017-05-01",Entre Rios,moto,1544
"2017-06-01",Entre Rios,moto,1163
"2017-07-01",Entre Rios,moto,1341
"2017-08-01",Entre Rios,moto,1518
"2017-09-01",Entre Rios,moto,1618
"2017-10-01",Entre Rios,moto,1888
"2017-11-01",Entre Rios,moto,1995
"2017-12-01",Entre Rios,moto,1680
"2018-01-01",Entre Rios,moto,2108
"2018-02-01",Entre Rios,moto,1920
"2018-03-01",Entre Rios,moto,2242
"2018-04-01",Entre Rios,moto,1862
"2018-05-01",Entre Rios,moto,1493
"2018-06-01",Entre Rios,moto,913
"2018-07-01",Entre Rios,moto,961
"2018-08-01",Entre Rios,moto,1009
"2018-09-01",Entre Rios,moto,992
"2018-10-01",Entre Rios,moto,1054
"2018-11-01",Entre Rios,moto,926
"2018-12-01",Entre Rios,moto,696
"2019-01-01",Entre Rios,moto,1196
"2019-02-01",Entre Rios,moto,1017
"2019-03-01",Entre Rios,moto,986
"2019-04-01",Entre Rios,moto,934
"2019-05-01",Entre Rios,moto,745
"2019-06-01",Entre Rios,moto,556
"2019-07-01",Entre Rios,moto,861
"2019-08-01",Entre Rios,moto,782
"2019-09-01",Entre Rios,moto,534
"2019-10-01",Entre Rios,moto,631
"2019-11-01",Entre Rios,moto,489
"2019-12-01",Entre Rios,moto,507
"2020-01-01",Entre Rios,moto,781
"2020-02-01",Entre Rios,moto,633
"2020-03-01",Entre Rios,moto,717
"2020-04-01",Entre Rios,moto,129
"2020-05-01",Entre Rios,moto,597
"2020-06-01",Entre Rios,moto,723
"2020-07-01",Entre Rios,moto,806
"2020-08-01",Entre Rios,moto,916
"2020-09-01",Entre Rios,moto,969
"2020-10-01",Entre Rios,moto,920
"2020-11-01",Entre Rios,moto,655
"2020-12-01",Entre Rios,moto,695
"2021-01-01",Entre Rios,moto,919
"2021-02-01",Entre Rios,moto,762
"2021-03-01",Entre Rios,moto,1135
"2021-04-01",Entre Rios,moto,1010
"2021-05-01",Entre Rios,moto,599
"2021-06-01",Entre Rios,moto,934
"2021-07-01",Entre Rios,moto,971
"2021-08-01",Entre Rios,moto,1105
"2021-09-01",Entre Rios,moto,1208
"2021-10-01",Entre Rios,moto,1194
"2021-11-01",Entre Rios,moto,1290
"2021-12-01",Entre Rios,moto,1149
"2022-01-01",Entre Rios,moto,1260
"2022-02-01",Entre Rios,moto,1249
"2022-03-01",Entre Rios,moto,1560
"2022-04-01",Entre Rios,moto,1427
"2022-05-01",Entre Rios,moto,1373
"2022-06-01",Entre Rios,moto,1089
"2022-07-01",Entre Rios,moto,1041
"2022-08-01",Entre Rios,moto,904
"2022-09-01",Entre Rios,moto,964
"2022-10-01",Entre Rios,moto,1015
"2022-11-01",Entre Rios,moto,913
"2022-12-01",Entre Rios,moto,865
"2023-01-01",Entre Rios,moto,1390
"2023-02-01",Entre Rios,moto,1166
"2023-03-01",Entre Rios,moto,1710
"2023-04-01",Entre Rios,moto,1289
"2023-05-01",Entre Rios,moto,1281
"2023-06-01",Entre Rios,moto,966
"2023-07-01",Entre Rios,moto,1086
"2023-08-01",Entre Rios,moto,1273
"2023-09-01",Entre Rios,moto,1000
"2023-10-01",Entre Rios,moto,1288
"2023-11-01",Entre Rios,moto,1200
"2023-12-01",Entre Rios,moto,790
"2024-01-01",Entre Rios,moto,999
"2024-01-01",Entre Rios,auto,750
"2024-02-01",Entre Rios,moto,1019
"2024-02-01",Entre Rios,auto,684
"2024-03-01",Entre Rios,moto,988
"2024-03-01",Entre Rios,auto,663
"2024-04-01",Entre Rios,moto,1359
"2024-04-01",Entre Rios,auto,764
"2024-05-01",Entre Rios,auto,787
"2024-05-01",Entre Rios,moto,1257
"2024-06-01",Entre Rios,moto,1002
"2024-06-01",Entre Rios,auto,704
"2024-07-01",Entre Rios,auto,1002
"2024-07-01",Entre Rios,moto,1249
"2024-08-01",Entre Rios,moto,1792
"2024-08-01",Entre Rios,auto,1021
"2024-09-01",Entre Rios,moto,1259
"2024-09-01",Entre Rios,auto,1034
"2014-01-01",Formosa,auto,1192
"2014-02-01",Formosa,auto,622
"2014-03-01",Formosa,auto,494
"2014-04-01",Formosa,auto,575
"2014-05-01",Formosa,auto,555
"2014-06-01",Formosa,auto,555
"2014-07-01",Formosa,auto,553
"2014-08-01",Formosa,auto,506
"2014-09-01",Formosa,auto,525
"2014-10-01",Formosa,auto,506
"2014-11-01",Formosa,auto,402
"2014-12-01",Formosa,auto,251
"2015-01-01",Formosa,auto,775
"2015-02-01",Formosa,auto,462
"2015-03-01",Formosa,auto,551
"2015-04-01",Formosa,auto,524
"2015-05-01",Formosa,auto,450
"2015-06-01",Formosa,auto,556
"2015-07-01",Formosa,auto,631
"2015-08-01",Formosa,auto,655
"2015-09-01",Formosa,auto,843
"2015-10-01",Formosa,auto,702
"2015-11-01",Formosa,auto,549
"2015-12-01",Formosa,auto,425
"2016-01-01",Formosa,auto,758
"2016-02-01",Formosa,auto,545
"2016-03-01",Formosa,auto,598
"2016-04-01",Formosa,auto,614
"2016-05-01",Formosa,auto,687
"2016-06-01",Formosa,auto,514
"2016-07-01",Formosa,auto,717
"2016-08-01",Formosa,auto,778
"2016-09-01",Formosa,auto,709
"2016-10-01",Formosa,auto,582
"2016-11-01",Formosa,auto,509
"2016-12-01",Formosa,auto,287
"2017-01-01",Formosa,auto,916
"2017-02-01",Formosa,auto,620
"2017-03-01",Formosa,auto,708
"2017-04-01",Formosa,auto,572
"2017-05-01",Formosa,auto,651
"2017-06-01",Formosa,auto,620
"2017-07-01",Formosa,auto,775
"2017-08-01",Formosa,auto,782
"2017-09-01",Formosa,auto,878
"2017-10-01",Formosa,auto,762
"2017-11-01",Formosa,auto,742
"2017-12-01",Formosa,auto,406
"2018-01-01",Formosa,auto,1260
"2018-02-01",Formosa,auto,714
"2018-03-01",Formosa,auto,898
"2018-04-01",Formosa,auto,798
"2018-05-01",Formosa,auto,759
"2018-06-01",Formosa,auto,615
"2018-07-01",Formosa,auto,727
"2018-08-01",Formosa,auto,694
"2018-09-01",Formosa,auto,541
"2018-10-01",Formosa,auto,486
"2018-11-01",Formosa,auto,419
"2018-12-01",Formosa,auto,303
"2019-01-01",Formosa,auto,649
"2019-02-01",Formosa,auto,475
"2019-03-01",Formosa,auto,409
"2019-04-01",Formosa,auto,359
"2019-05-01",Formosa,auto,324
"2019-06-01",Formosa,auto,255
"2019-07-01",Formosa,auto,561
"2019-08-01",Formosa,auto,468
"2019-09-01",Formosa,auto,336
"2019-10-01",Formosa,auto,285
"2019-11-01",Formosa,auto,211
"2019-12-01",Formosa,auto,149
"2020-01-01",Formosa,auto,398
"2020-02-01",Formosa,auto,255
"2020-03-01",Formosa,auto,189
"2020-04-01",Formosa,auto,70
"2020-05-01",Formosa,auto,180
"2020-06-01",Formosa,auto,290
"2020-07-01",Formosa,auto,263
"2020-08-01",Formosa,auto,257
"2020-09-01",Formosa,auto,279
"2020-10-01",Formosa,auto,284
"2020-11-01",Formosa,auto,236
"2020-12-01",Formosa,auto,154
"2021-01-01",Formosa,auto,359
"2021-02-01",Formosa,auto,235
"2021-03-01",Formosa,auto,310
"2021-04-01",Formosa,auto,299
"2021-05-01",Formosa,auto,149
"2021-06-01",Formosa,auto,287
"2021-07-01",Formosa,auto,263
"2021-08-01",Formosa,auto,276
"2021-09-01",Formosa,auto,226
"2021-10-01",Formosa,auto,209
"2021-11-01",Formosa,auto,207
"2021-12-01",Formosa,auto,123
"2022-01-01",Formosa,auto,325
"2022-02-01",Formosa,auto,221
"2022-03-01",Formosa,auto,255
"2022-04-01",Formosa,auto,282
"2022-05-01",Formosa,auto,268
"2022-06-01",Formosa,auto,269
"2022-07-01",Formosa,auto,296
"2022-08-01",Formosa,auto,334
"2022-09-01",Formosa,auto,294
"2022-10-01",Formosa,auto,297
"2022-11-01",Formosa,auto,310
"2022-12-01",Formosa,auto,156
"2023-01-01",Formosa,auto,467
"2023-02-01",Formosa,auto,303
"2023-03-01",Formosa,auto,349
"2023-04-01",Formosa,auto,261
"2023-05-01",Formosa,auto,305
"2023-06-01",Formosa,auto,276
"2023-07-01",Formosa,auto,359
"2023-08-01",Formosa,auto,375
"2023-09-01",Formosa,auto,249
"2023-10-01",Formosa,auto,280
"2023-11-01",Formosa,auto,254
"2023-12-01",Formosa,auto,119
"2014-01-01",Formosa,moto,1869
"2014-02-01",Formosa,moto,1280
"2014-03-01",Formosa,moto,1131
"2014-04-01",Formosa,moto,1052
"2014-05-01",Formosa,moto,1149
"2014-06-01",Formosa,moto,1043
"2014-07-01",Formosa,moto,1262
"2014-08-01",Formosa,moto,1287
"2014-09-01",Formosa,moto,1425
"2014-10-01",Formosa,moto,1226
"2014-11-01",Formosa,moto,820
"2014-12-01",Formosa,moto,979
"2015-01-01",Formosa,moto,1007
"2015-02-01",Formosa,moto,959
"2015-03-01",Formosa,moto,1326
"2015-04-01",Formosa,moto,1223
"2015-05-01",Formosa,moto,1191
"2015-06-01",Formosa,moto,1269
"2015-07-01",Formosa,moto,1404
"2015-08-01",Formosa,moto,1407
"2015-09-01",Formosa,moto,1583
"2015-10-01",Formosa,moto,1571
"2015-11-01",Formosa,moto,1414
"2015-12-01",Formosa,moto,1227
"2016-01-01",Formosa,moto,1010
"2016-02-01",Formosa,moto,1139
"2016-03-01",Formosa,moto,1286
"2016-04-01",Formosa,moto,1350
"2016-05-01",Formosa,moto,1239
"2016-06-01",Formosa,moto,1189
"2016-07-01",Formosa,moto,1388
"2016-08-01",Formosa,moto,1470
"2016-09-01",Formosa,moto,1330
"2016-10-01",Formosa,moto,1178
"2016-11-01",Formosa,moto,1322
"2016-12-01",Formosa,moto,1407
"2017-01-01",Formosa,moto,1403
"2017-02-01",Formosa,moto,1491
"2017-03-01",Formosa,moto,1926
"2017-04-01",Formosa,moto,1611
"2017-05-01",Formosa,moto,1826
"2017-06-01",Formosa,moto,1377
"2017-07-01",Formosa,moto,1692
"2017-08-01",Formosa,moto,2137
"2017-09-01",Formosa,moto,2323
"2017-10-01",Formosa,moto,2349
"2017-11-01",Formosa,moto,1975
"2017-12-01",Formosa,moto,1880
"2018-01-01",Formosa,moto,2148
"2018-02-01",Formosa,moto,1649
"2018-03-01",Formosa,moto,1810
"2018-04-01",Formosa,moto,1991
"2018-05-01",Formosa,moto,2002
"2018-06-01",Formosa,moto,1592
"2018-07-01",Formosa,moto,1794
"2018-08-01",Formosa,moto,1319
"2018-09-01",Formosa,moto,1009
"2018-10-01",Formosa,moto,1042
"2018-11-01",Formosa,moto,967
"2018-12-01",Formosa,moto,886
"2019-01-01",Formosa,moto,1161
"2019-02-01",Formosa,moto,1046
"2019-03-01",Formosa,moto,930
"2019-04-01",Formosa,moto,1041
"2019-05-01",Formosa,moto,1091
"2019-06-01",Formosa,moto,774
"2019-07-01",Formosa,moto,1221
"2019-08-01",Formosa,moto,1125
"2019-09-01",Formosa,moto,887
"2019-10-01",Formosa,moto,718
"2019-11-01",Formosa,moto,531
"2019-12-01",Formosa,moto,527
"2020-01-01",Formosa,moto,632
"2020-02-01",Formosa,moto,583
"2020-03-01",Formosa,moto,620
"2020-04-01",Formosa,moto,147
"2020-05-01",Formosa,moto,388
"2020-06-01",Formosa,moto,606
"2020-07-01",Formosa,moto,711
"2020-08-01",Formosa,moto,709
